  0.739, -0.103,  0.130
  0.745,  0.029,  0.131
  0.729,  0.160,  0.129
  0.750, -0.103,  0.000
  0.757,  0.029,  0.000
  0.740,  0.160,  0.000
  0.739, -0.103, -0.130
  0.745,  0.029, -0.131
  0.729,  0.160, -0.129
  0.787, -0.112,  0.139
  0.795,  0.029,  0.140
  0.778,  0.169,  0.137
  0.800, -0.112,  0.000
  0.807,  0.029,  0.000
  0.790,  0.169,  0.000
  0.787, -0.112, -0.139
  0.795,  0.029, -0.140
  0.778,  0.169, -0.137
  0.836, -0.120,  0.147
  0.844,  0.029,  0.149
  0.826,  0.178,  0.146
  0.849, -0.120,  0.000
  0.857,  0.029,  0.000
  0.839,  0.178,  0.000
  0.836, -0.120, -0.147
  0.844,  0.029, -0.149
  0.826,  0.178, -0.146
