-376.400900,  -869.801001,  -402.993260
-449.626575,  -829.459624,  -533.679888
-522.257818,  -765.129590,  -654.693328
-511.056085,  -881.505362,  -329.619172
-586.421156,  -842.153064,  -459.650593
-657.261587,  -776.835639,  -581.319257
-641.074016,  -868.991484,  -248.737283
-718.207494,  -828.678911,  -377.407382
-787.577629,  -764.289934,  -500.304754
-373.079823,  -917.929965,  -413.774785
-450.126272,  -876.497062,  -552.832146
-527.471196,  -807.322700,  -679.981801
-515.140382,  -931.591957,  -337.034388
-594.680844,  -889.229501,  -474.301525
-669.654867,  -820.914413,  -603.283662
-651.762349,  -917.227209,  -251.657591
-734.183992,  -875.774998,  -387.652286
-806.563012,  -806.516890,  -517.718340
-369.253947,  -967.046981,  -425.431615
-450.439800,  -922.587220,  -571.678251
-531.981491,  -850.435628,  -706.076879
-519.037763,  -980.732714,  -344.258608
-602.893083,  -936.271814,  -488.960953
-681.929156,  -864.098672,  -624.870803
-663.334395,  -966.413435,  -254.351993
-750.007363,  -921.954378,  -397.465763
-826.557074,  -849.728702,  -534.830875
