  0.873, -0.156,  0.154
  0.886,  0.000,  0.156
  0.873,  0.156,  0.154
  0.886, -0.156,  0.000
  0.900,  0.000,  0.000
  0.886,  0.156,  0.000
  0.873, -0.156, -0.154
  0.886,  0.000, -0.156
  0.873,  0.156, -0.154
  0.921, -0.165,  0.162
  0.936,  0.000,  0.165
  0.921,  0.165,  0.162
  0.936, -0.165,  0.000
  0.950,  0.000,  0.000
  0.936,  0.165,  0.000
  0.921, -0.165, -0.162
  0.936,  0.000, -0.165
  0.921,  0.165, -0.162
  0.970, -0.174,  0.171
  0.985,  0.000,  0.174
  0.970,  0.174,  0.171
  0.985, -0.174,  0.000
  1.000,  0.000,  0.000
  0.985,  0.174,  0.000
  0.970, -0.174, -0.171
  0.985,  0.000, -0.174
  0.970,  0.174, -0.171
