500.94	105.14	2182.85
-24.5	103.1	1033.85
518.49	105.26	2175.26
-26.27	103.14	1035.55
535.16	105.41	2167.62
-27.72	103.01	1037.31
551.92	105.57	2159.83
-28.67	102.98	1039.15
568.21	105.76	2151.8
-29.89	102.97	1040.18
584.18	105.98	2142.82
-31	102.96	1040.79
600.6	106.13	2133.11
-32.34	102.92	1041.12
616.52	106.26	2122.72
-33.47	102.9	1041.02
632.22	106.35	2112.18
-34.86	102.91	1041.12
647.19	106.48	2101.35
-36.79	102.85	1041.27
661.46	106.63	2090.86
-38.7	102.86	1042.16
674.5	106.72	2081.33
-40.88	102.83	1042.95
687.07	106.86	2071.69
-43.25	102.85	1043.87
698.54	106.96	2062.59
-45.48	102.85	1045.18
710.04	107.11	2053.43
-48.64	102.89	1046.35
719.76	107.21	2044.46
-51.73	102.97	1047.54
729.74	107.29	2034.9
-55.69	103	1047.99
738.75	107.38	2024.77
-58.95	103.11	1048.93
775.27	107.57	1984.67
-73.5	103.24	1052.74
783.22	107.65	1974.63
-76.87	103.24	1052.79
790.33	107.65	1964.01
-80.84	103.18	1052.3
796.75	107.65	1953.05
-84.84	103.12	1051.68
802.84	107.71	1941.79
-89.2	103.19	1050.54
809.24	107.69	1929.99
-93.18	103.14	1049.44
816.05	107.71	1917.85
-96.86	103.06	1048.55
822.21	107.7	1905.94
-101.05	103.07	1047.38
827.84	107.71	1893.78
-105.01	103.04	1046.19
832.98	107.69	1882.35
-108.97	103.07	1044.92
838.1	107.7	1870.44
-113.14	103.01	1043.73
843.35	107.68	1858.12
-117.38	102.93	1042.28
