112.56	106.61	1746.23
16.69	103.93	994.89
119.99	106.5	1746.7
17.05	103.91	996.05
127.04	106.5	1746.87
17.31	103.9	997.26
134.11	106.52	1746.98
17.6	103.9	998.47
141.26	106.45	1747.13
18.02	103.87	999.92
148.49	106.45	1747.19
17.84	103.86	1001.05
154.73	106.39	1747.15
17.79	103.79	1002.14
161.15	106.46	1746.81
17.21	103.77	1003.04
167	106.45	1746.47
16.82	103.78	1004.15
172.62	106.44	1746.08
16.23	103.73	1005.1
178.3	106.4	1745.59
15.67	103.77	1006.26
184.11	106.4	1745.05
14.82	103.67	1007.29
189.4	106.41	1744.52
13.99	103.66	1008.37
194.56	106.38	1743.93
13.11	103.67	1009.31
199.57	106.37	1743.11
12.13	103.64	1010.28
204.61	106.36	1742.32
10.85	103.6	1011.35
209.01	106.35	1741.81
9.15	103.62	1012.82
212.84	106.33	1741.65
7.63	103.56	1014.4
217.07	106.31	1741.15
6.19	103.51	1015.89
221.43	106.31	1740.82
4.61	103.5	1017.2
225.35	106.3	1740.23
2.69	103.5	1018.86
228.87	106.3	1740.12
0.82	103.47	1020.79
232.64	106.3	1740.2
-0.69	103.43	1022.47
237.11	106.31	1739.64
-2.49	103.41	1023.93
241.44	106.33	1739.08
-4.24	103.4	1025.31
245.9	106.32	1738.14
-5.89	103.41	1026.6
250.64	106.34	1737.15
-7.52	103.38	1027.79
255.44	106.32	1735.85
-9.1	103.35	1028.96
260.08	106.34	1734.76
-10.89	103.36	1029.86
264.18	106.34	1733.15
-12.6	103.3	1030.42
268.65	106.34	1731.19
-14.58	103.24	1030.67
272.4	106.38	1729.21
-16.42	103.27	1030.95
276.06	106.41	1727.1
-18.11	103.16	1031.32
280.32	106.41	1725.01
-19.79	103.17	1031.61
284.26	106.42	1722.63
-21.23	103.12	1031.89
288.31	106.47	1720.36
-22.73	103.11	1032.23
